0	0.634617775	0.590302363	0	0	0.659292029	0.379977703	0.390367788	0.777415045	0.978470968	0.401355263	0.490866168	avg auto	0.441888758	ave human	0.775342466	-0.333453708
0.817470316	0.914863099	0.880412291	0.817120288	0.816549935	0.844226807	0.8232284	0.546224823	0.898278175	0.990493288	0.874623543	0.8954021		0.843241089		0.602739726	0.240501363
0.321024291	0.62046095	0.506017238	0.36074472	0.264598851	0.647995895	0.399280215	0.40082911	0.712063593	0.960175635	0.488722161	0.553513648		0.519618859		0.569863014	-0.050244155
0.619779078	0.925106435	0.914416979	0.669327402	0.549364462	0.892207553	0.832243315	0.529710457	0.925363244	0.990799735	0.862809166	0.895488604		0.800551369		0.843835616	-0.043284247
0.767568459	0.855718437	0.841068023	0.827340195	0.682738558	0.854988121	0.637091803	0.430220173	0.899416862	0.970665721	0.705709127	0.789192321		0.771809817		1	-0.228190183
0.733916901	0.793272222	0.779943894	0.805934468	0.631854734	0.42416303	0.617047305	0.38710264	0.734629075	0.881857891	0.711159023	0.75031522		0.6875997		0.736986301	-0.049386601
0.656242709	0.751830256	0.72096447	0.693692582	0.603301834	0.608451697	0.550419062	0.442928623	0.734069198	0.925613465	0.603939472	0.670404736		0.663488175		0.8	-0.136511825
0.545489329	0.643882758	0.605626932	0.574262686	0.504980545	0.598865131	0.517273127	0.400232102	0.643360994	0.886395133	0.453047776	0.538940679		0.576029766		0.761643836	-0.18561407
0.384034641	0.709524244	0.705236624	0.378694621	0.393577914	0.792134441	0.424514462	0.299852877	0.767307505	0.945740618	0.540364004	0.632840366		0.58115186		0.564383562	0.016768298
0.496965512	0.878805546	0.841068023	0.492511484	0.504784139	0.908528828	0.697260039	0.591005657	0.951555755	0.995407872	0.807558318	0.844379575		0.750819229		0.912328767	-0.161509538
0.595188991	0.81477401	0.747926492	0.597557311	0.593148045	0.692260726	0.600524334	0.390737515	0.788504398	0.956248999	0.703762325	0.763812983		0.687037177		0.717808219	-0.030771042
0.693791975	0.950101304	0.942238996	0.692034429	0.697153974	0.956280808	0.872237282	0.974632974	0.978889658	0.997262561	0.911380564	0.931369001		0.883114461		0.876712329	0.006402132
0.841282728	0.579324117	0.406407545	0.834157938	0.851854734	0.722858287	0.434864956	0.926575867	0.558605879	0.756299312	4.30E-06	6.97E-06		0.576020219		0.580821918	-0.004801699
0.868227616	0.799351025	0.728223476	0.870186529	0.865962572	0.602690792	0.585850697	0.379130813	0.699502872	0.930523475	0.674183643	0.742539373		0.728864407		0.756164384	-0.027299977
0.831502686	0.727869848	0.662546755	0.834675775	0.827415231	0.755692506	0.544674917	0.369417339	0.706451299	0.936272783	0.539957256	0.632205302		0.697390141		0.920547945	-0.223157804
0.903135897	0.880056515	0.866144589	0.907084442	0.897798777	0.813409754	0.827315116	0.467383654	0.866927762	0.968621218	0.765522611	0.827749295		0.832595802		0.997260274	-0.164664472
1	0.955226251	0.94803525	1	1	0.835111686	0.92694703	0.978610897	0.957424998	0.99606193	0.92095807	0.938593797		0.954747492		0.95890411	-0.004156618
0.968998759	0.849601151	0.793127529	0.968331437	0.96986474	0.805858903	0.626251821	0.48703972	0.851032121	0.975911908	0.766835349	0.81078035		0.822802816		0.42739726	0.395405556
0.820403707	0.415454852	0.286875915	0.830224521	0.806770428	0.39693978	0.340765299	0.273786133	0.345790373	0.712811307	3.87E-05	0.299022673		0.460740307		0.526027397	-0.06528709
0.890204715	0.928985305	0.918685965	0.892780866	0.886525848	0.894595693	0.835947558	0.545944499	0.93429964	0.988963341	0.870563598	0.901129832		0.874052238		0.756164384	0.117887854
0.913510083	0.568884989	0.555822085	0.920623336	0.903416713	0.429820372	0.523297581	0.319755872	0.631552185	0.837141812	5.75E-05	0.378697042		0.581881631		0.997260274	-0.415378643
0.966233346	0.935692867	0.92611029	0.973491028	0.955838429	0.919817234	0.8097225	0.541678741	0.927445879	0.989132573	0.883777747	0.910820143		0.894980065		0.832876712	0.062103353
0.980069742	0.777244868	0.747926492	0.981017107	0.978417639	0.635053567	0.549927638	0.441014556	0.779651848	0.958764608	0.649264724	0.706172739		0.765377127		0.679452055	0.085925072
0.931707681	0.579324117	0.406407545	0.890819524	0.992599592	0.51435589	0.324008165	0.184841103	0.464224665	0.584192833	4.30E-06	6.97E-06		0.489374365		0.915068493	-0.425694128
0.843951709	0.793272222	0.779943894	0.7501905	0.987078006	0.959179036	0.63795067	0.38710264	0.759823544	0.956747547	0.598011073	0.681706618		0.761246455		0.717808219	0.043438236
0.796725055	0.699600339	0.605626932	0.719326865	0.916509172	0.605528737	0.474761212	0.287854771	0.641283768	0.874610652	0.613972046	0.655460718		0.657605022		0.756164384	-0.098559362
0.772937528	0.819948479	0.772714158	0.69625762	0.891302576	0.667263315	0.654244311	0.422684856	0.797516526	0.969538272	0.711153373	0.762609577		0.744847549		0.838356164	-0.093508615
0.737590638	0.682362116	0.614288645	0.674889457	0.835997777	0.449372205	0.474144354	0.345484581	0.675747314	0.956365632	0.577889141	0.626220211		0.637529339		0.350684932	0.286844407
0.697683461	0.736823547	0.705236624	0.623996523	0.811880674	0.366937323	0.503294866	0.350362623	0.744430981	0.935744506	0.59898583	0.648970582		0.643695628		0.805479452	-0.161783824
0.735326048	0.928418678	0.916603533	0.66066369	0.850405781	0.945660155	0.823183053	0.55443903	0.922961452	0.993036339	0.874599622	0.902204594		0.842291831		0.920547945	-0.078256114
0.736004181	0.786934849	0.714876271	0.662195737	0.849490458	0.660884122	0.572307772	0.395172496	0.738323723	0.959553594	0.687336026	0.728746864		0.707652174		0.843835616	-0.136183442
0.641348675	0.235322561	0	0.571456169	0.7494534	0.090580836	0.192069566	0.145124575	0.194380132	0.776483637	1.83E-05	0.134336013		0.310881155		0.717808219	-0.406927064
0.629891965	0.753635373	0.728223476	0.562644887	0.733952196	0.720320212	0.626797291	0.427044672	0.750346204	0.933866947	0.685149575	0.713951394		0.688818683		0.580821918	0.107996765
0.580182971	0.759374781	0.678070344	0.501693033	0.700818974	0.292337703	0.502584232	0.389000181	0.701861388	0.675818144	0.591096489	0.685813384		0.588220969		0.602739726	-0.014518757
0.573846474	0.719588921	0.645470809	0.494781381	0.695000926	0.573269526	0.566371863	0.382436226	0.732024429	0.924934251	0.586163402	0.65478776		0.629056331		0.873972603	-0.244916272
0.525412868	0.268174949	0.107578468	0.463566262	0.622275338	0.569241375	0.255585386	0.190839422	0.411017408	0.735424337	7.02E-09	2.29E-06		0.345759843		0.230136986	0.115622857
0.547380635	0.935692867	0.92611029	0.48327359	0.647074301	0.782734907	0.790443983	0.987702134	0.915223248	0.98288929	0.883777747	0.910820143		0.816093595		0.915068493	-0.098974898
0.585072993	0.951926669	0.914416979	0.52305583	0.681519363	0.95898273	0.842767579	0.969364254	0.963497095	0.994214101	0.951161404	0.951598638		0.857298136		1	-0.142701864
0.60211341	0.82972524	0.804846317	0.538963896	0.699836946	0.542849723	0.642642143	0.420782291	0.805078924	0.968746998	0.725795349	0.778248901		0.696635845		0.838356164	-0.141720319
0.599699506	0.850215368	0.804846317	0.536924745	0.696638873	0.727033281	0.622292333	0.496375309	0.817393515	0.981567453	0.79299034	0.820886617		0.728905305		0.882191781	-0.153286476
0.596595027	0.758608896	0.723913442	0.538293123	0.687011303	0.570462495	0.576288902	0.435722809	0.791474181	0.986106982	0.620823038	0.689891066		0.664599272		0.920547945	-0.255948673
0.554053087	0.637121208	0.536333233	0.507421439	0.627945155	0.347518421	0.484813805	0.29619401	0.614899222	0.911601528	0.407219738	0.514557171		0.536639835		0.756164384	-0.219524549
0.54869024	0.848043677	0.747926492	0.506310638	0.616383176	0.805678054	0.523274052	0.956527738	0.835017472	0.961982299	0.813743488	0.833620054		0.749766448		0.42739726	0.322369188
0.576761201	0.819288028	0.804846317	0.53630495	0.641523068	0.778887606	0.749976872	0.934063835	0.800867674	0.937789009	0.600370137	0.728234194		0.742409408		0.8	-0.057590592
0.564526816	0.789485697	0.76500244	0.532886688	0.616801927	0.65369497	0.630745616	0.392449039	0.845154764	0.943657237	0.664418776	0.728234194		0.677254847		0.950684932	-0.273430085
0.573448305	0.868986182	0.854651164	0.545910428	0.61978136	0.814816361	0.765246907	0.461863874	0.867117093	0.96040204	0.773568423	0.810402187		0.743016194		0.679452055	0.063564139
0.607893091	0.950101304	0.942238996	0.578719305	0.656272003	0.89538092	0.883886391	0.571448915	0.937015179	0.992636129	0.911380564	0.931369001		0.821528483		0.756164384	0.065364099
0.622961325	0.897485069	0.824768255	0.596556517	0.667270706	0.688668469	0.775466862	0.481071526	0.791536389	0.924328218	0.885155425	0.891963021		0.753935982		0.794520548	-0.040584566
0.64505352	0.897485069	0.88453407	0.620269705	0.686907541	0.929624838	0.777971774	0.965578089	0.92245026	0.978770554	0.871608067	0.882051501		0.838525416		0.64109589	0.197429526
0.633260854	0.804524873	0.747926492	0.612872413	0.668790069	0.74049188	0.592136897	0.443266241	0.792050286	0.95411988	0.693105151	0.743866287		0.702200944		0.873972603	-0.171771659
0.656746643	0.926900473	0.913772024	0.635941659	0.692666296	0.848808326	0.815005872	0.635057404	0.941234543	0.998623276	0.887089204	0.906571148		0.821534739		0.580821918	0.240712821
0.635671647	0.803784147	0.753434863	0.614358848	0.672232722	0.465160206	0.558922631	0.371294935	0.836794474	0.995197475	0.724560622	0.759661744		0.682589526		0.873972603	-0.191383077
0.654466499	0.933002811	0.921057626	0.633596634	0.69023161	0.833134708	0.80799103	0.593780374	0.933902046	0.997061312	0.89306909	0.912869365		0.817013592		0.953424658	-0.136411066
0.683448896	0.976064657	0.97166255	0.662464047	0.719192144	0.949825874	0.919498814	0.658654694	0.981564627	0.999675258	0.96421979	0.969926114		0.871349789		0.832876712	0.038473077
0.687163072	0.82375589	0.794497258	0.667194342	0.721326663	0.82337193	0.664732184	0.546318406	0.868174638	0.991197658	0.718912838	0.769416118		0.756338416		0.756164384	0.000174032
