4,2,4,3,3,1,1,2,2.31
4,1,2,4,2,1,1,1,1.75
5,2,4,3,3,5,1,5,3.81
4,3,3,3,3,1,1,4,2.97
5,4,5,3,5,3,1,5,4.23
5,4,5,4,5,5,5,4,4.7
5,4,4,3,4,4,3,5,3.88
5,4,4,3,4,4,3,4,3.73
5,4,4,4,4,2,3,3,3.83
5,4,4,3,4,3,2,5,3.97
5,5,4,4,5,5,3,5,4.69
5,4,5,3,5,3,2,2,3.83
5,3,4,4,4,1,1,1,2.61
4,2,2,2,3,1,1,4,2.17
5,4,5,3,3,3,3,2,3.31
5,4,4,4,4,5,1,5,4.38
4,5,4,4,4,5,5,5,4.56
5,4,5,4,4,4,5,5,4.44
3,3,4,3,4,1,3,1,2.97
5,3,3,3,3,3,2,1,2.61
2,1,1,1,1,1,1,4,1.19
5,4,4,3,5,4,5,1,4.23
4,3,3,3,4,4,5,1,3.67
5,4,3,3,4,4,1,5,3.95
5,4,4,4,4,3,3,1,3.81
3,2,1,3,2,1,1,2,1.73
4,3,4,4,4,4,1,4,3.81
5,3,3,3,5,1,1,2,2.61
4,4,3,3,3,2,3,5,3.17
5,5,4,3,5,3,1,3,3.95
5,4,4,4,5,3,3,4,3.88
5,4,5,4,4,4,2,4,4.25
5,3,5,4,5,1,2,5,4.09
5,2,4,4,4,1,3,5,3.81
